"20","jimmy65@yahoo.com","pbkdf2:sha256:600000$kS0r9D700amf0sJ7$c7ffe0c45c941c091b28499cb5ce5bd035d285cee0176e8ba00a98f00734727d","Julian","Jackson","261.39"
"21","zpierce@yahoo.com","pbkdf2:sha256:600000$SqUCBbsbU5GM4y0S$fb2df2f7872ec9a2075ae3826f093f9c8950d128fcfbbf64a8ba408bf7315d49","Melinda","Baker","92.29"
"22","xperez@yahoo.com","pbkdf2:sha256:600000$7M9Hf98CdKwRyUE0$4dd6a8157b0591ecc13132797dbe8b444f652958e93489f6832e1286e613d5fa","Sara","Collins","74.29"
"23","darrenjacobs@gmail.com","pbkdf2:sha256:600000$mK58vIJuBU3E9xnb$e5f0789da578554847bdf82f3c9407559d0b787fc1283fbed0fdb74bdb977311","Joseph","Smith","379.59"
"24","transusan@yahoo.com","pbkdf2:sha256:600000$bWj9gVQxSMZlhQLO$30ebb41e46f8ee1631a17dc3cd44ae9885d8cc022b5c13ec42c47af75b92ae7a","Kathryn","Hansen","219.30"
"25","qmyers@yahoo.com","pbkdf2:sha256:600000$5R3W4GwAujj178Z5$aba74b622f7e7ad4aa378d19ee45f570c8705aa9be5bf5e5d1a3728dc2f7d6f8","Amy","Sanchez","239.08"
"26","mosesalison@yahoo.com","pbkdf2:sha256:600000$fbjzpZsIm2vI00Jz$3a80959d293b9d537363ce88a28455b69fd52cb155adb89ef5b1dda35d61ad99","Pamela","Allen","197.93"
"27","wendysteele@gmail.com","pbkdf2:sha256:600000$OGbbgmtmHSRAwCmz$bf366361d7f93f5b88b8ad03b46d53dd4e86697d47783a4ce2ec3247124a26ae","Whitney","Austin","103.77"
"28","preyes@gmail.com","pbkdf2:sha256:600000$3tDUh5WnfdieKXQn$687a8a2e9a95cb6b15f5f1466a000740276db48462ac02ae53bd22d8a4ebb20d","Amy","Price","50.23"
"29","brendayang@gmail.com","pbkdf2:sha256:600000$7ujjlkAw55V2zq8B$385a1996716180139d1232c2cd69b719fe80a90b9d611c0ad2ac8a54581ad6c9","Ryan","Brown","437.06"
"30","craigdiane@gmail.com","pbkdf2:sha256:600000$c43T6bisSLIhIXfJ$e33370f006ca0a2352a0d9eed3879d2abc98bb40b7e7483027666fb665424149","David","Turner","469.21"
"31","rmiranda@hotmail.com","pbkdf2:sha256:600000$Ot04f2QzQ1tqXRSk$44d71ea47b5a2965ac112624447f37818eebb67b76061469176ac0a3194e26cb","Evelyn","Hendricks","480.99"
"32","millskimberly@gmail.com","pbkdf2:sha256:600000$XYIOqkw8fM26yWAj$cdccaeed0cb6c93d4a01090feaf65b4e013b9645eedc2b5ba7ae16b56b8ec39f","Nicholas","Phillips","145.19"
"33","pwang@hotmail.com","pbkdf2:sha256:600000$SNeUH2pfx6ZxzLTG$9e1f6a7b46f3c5ecbc4f97a332d533bb99cdf11123e234e1c3ff3897e9a2a92a","Janet","Cunningham","265.64"
"34","leejames@gmail.com","pbkdf2:sha256:600000$CGoIQ2J3MzGdjYQD$a5aec9459025d8454343f7cb9bad809dbe9d5df3a2d3e82a9d8c9740bb5c6349","Michelle","Wilson","285.58"
"35","latoya30@gmail.com","pbkdf2:sha256:600000$r33Dpz6V9RBStHWb$035d13e3e732689238f5f915831b9a6de50df4956c86348e43e78c3efa17ea5a","Crystal","Crawford","106.94"
"36","marissa66@hotmail.com","pbkdf2:sha256:600000$EZAWOxLQBD6888u3$f0b81998229b3e7d67f1f65c78200347f6217ebf3d60c2c23cb3b34101ae4f88","Brenda","Berg","395.90"
"37","belltina@gmail.com","pbkdf2:sha256:600000$ESArfPa83BpSpkBX$fe00ee8aa3cd308544db0631ee86066acea95cdf1bf03d1900f23fe219c31253","Kimberly","Fox","329.04"
"38","cgiles@yahoo.com","pbkdf2:sha256:600000$WmFG8SgP1UmywzRr$367481e612322f8e6a3cc8f8fc002a62c90a0710a75bffc53e02dfd99c178fe3","Charles","Jones","240.73"
"39","jasondavis@hotmail.com","pbkdf2:sha256:600000$qey1Dg7XfrwgP9Vg$606bdae7e3deb0b27a62400794f310dadab4535c08291a66995a86557ec0bcf2","Diana","Adams","126.66"
"40","wrightkathleen@yahoo.com","pbkdf2:sha256:600000$buo2R7LAHHgDlc8g$c602f9c94e668915fbfa6d563c5f311b98c905a091a85f8e9cfab19c9a39ab1c","Kaitlin","Robertson","88.87"
"41","scottdecker@gmail.com","pbkdf2:sha256:600000$E6bH8gE6cz2Mcg91$4c149c4b138bdd49c5053f1edab3fe260ee049bf1eab4003c43c63b6e0ccf914","Aaron","Rivera","193.02"
"42","vlove@hotmail.com","pbkdf2:sha256:600000$jwhaqdrLrHbD7M6B$d3093bf2fd38aebd438934146d5abb9930c21bc8fa389bda7be49714e38f1240","Tiffany","Guzman","101.78"
"43","kathleen10@hotmail.com","pbkdf2:sha256:600000$vRpm83rLJhk8ZjY4$9eb637328fbc667f6ca7c79c0f2bb97ac946a53fa87e0af636450620b0baf25e","Wanda","Smith","424.37"
"44","crossangela@gmail.com","pbkdf2:sha256:600000$lMyl4bkCjeMqmUIG$3dd1050e82c3f3b442ce9d91ab8f4d4ffe748169efbb9a67cc2255679795abb1","Taylor","Reynolds","405.48"
"45","kim68@yahoo.com","pbkdf2:sha256:600000$VzzCBy2vnPwWjAcQ$a48dfc15241279d4afc24ef9a5be6470126f8ebb4f638d5e363c6c4d32f5b578","Heather","Burgess","326.42"
"46","timothysantana@hotmail.com","pbkdf2:sha256:600000$Si3fUt4IF8WYG6OL$dfafb1a724d338a86b4163353ffca27a737ecd5def8301fcc3800b770e0f3870","Robin","Gregory","375.81"
"47","ffuller@yahoo.com","pbkdf2:sha256:600000$I4JA0G7Ff4rmjJyJ$303b04c2c64c3e0b2dee340e4d9adeaacb47e2af312a2a80c7af77d215dd8683","Mrs.","Yates","225.88"
"48","stevenanderson@yahoo.com","pbkdf2:sha256:600000$uRTKaDnzrGlWsjBc$d64e17d14e4235c321f0dac320c7ccf82837df31714b1d8426751dfbe7549728","Daniel","Butler","112.63"
"49","mallorymiller@hotmail.com","pbkdf2:sha256:600000$mKmKC7OMLwD84nlU$154d9f44c158b5796b6bfd43271bcd8b5c1df9778cad10b98192b3a592a61d95","Brittany","Wilson","418.98"
"50","hdowns@hotmail.com","pbkdf2:sha256:600000$Rj9DyXXpLWrU8iS3$d3dbf00133d1fd24f48de25963865fc609b28ba5c7bfb8def9404dd44d877caa","Nathan","Kirk","188.53"
"51","vfreeman@hotmail.com","pbkdf2:sha256:600000$AyIoLR7QI7wWA17v$60c5f51850fb6acad1b1548c95e053d2f2930dae6979dbb971d5b83cb624565e","Tara","Shaw","104.77"
"52","ishepherd@yahoo.com","pbkdf2:sha256:600000$ju9OXRmz8dLa85p9$f3d88ba54dbdf401b6a8526ee423a10aad7df7081bae00ad8e439c3524193b7e","Aaron","Cain","152.77"
"53","estradarebecca@gmail.com","pbkdf2:sha256:600000$R70WUPQfrLKLVMw8$385249b330cc318026399c65f6dc9687347182168d65d154a1dfe62d6e068b5c","Jeffrey","Singleton","95.49"
"54","andersonpatrick@gmail.com","pbkdf2:sha256:600000$KcXUZTbRdvqREOJJ$9472be7efad610bdc179ee30241a78682965020dd82918e2274745d232a414ff","Brittany","Johnson","112.83"
"55","nicholeturner@yahoo.com","pbkdf2:sha256:600000$mz1unQfwl9VOgPGz$1d3cfe19456f953d70faee3853d9c81e609da0c7727eb2ca18da329fc029eec4","Rebecca","Rodriguez","67.79"
"56","shelbysweeney@hotmail.com","pbkdf2:sha256:600000$hqYl7wS3db0OTK5Z$ac3e5bb7b590b685ac19ba68f1e0d99a0a5a4c8f710878e83fe9428f22c41adc","David","Fletcher","353.30"
"57","sarahgeorge@gmail.com","pbkdf2:sha256:600000$cnwoBEHm6hepdnNc$f66fcedfec485411234089f7ec8a20753b4281d825140ba8508fdde306525368","Jeffery","Sims","92.97"
"58","gallagherelizabeth@yahoo.com","pbkdf2:sha256:600000$AK4nWXNeRE1NVMf0$a29c1eec1c2fa159ff270d5a24fb042463be94baee976d0b5a515f4764593e47","Traci","Carpenter","324.89"
"59","joann59@hotmail.com","pbkdf2:sha256:600000$uuJHHb9QvFeHjMkG$969f9c6a0f69bfb084a2a5a42a55cd3c2534075b6a3885d3d872454098e36c20","Molly","Mendez","493.89"
"60","luis49@hotmail.com","pbkdf2:sha256:600000$9kHtsCEGgQPLdmwO$b4dcc0934e395962e10b93fff8e352783926336934de048345b479e55086d37d","Jordan","Green","38.44"
"61","laurenallen@yahoo.com","pbkdf2:sha256:600000$Wc70yvMocV7drujZ$9e9bcadd1306835b0ae172be500fc4a1a793c336c8728010faf9b01879054bf2","Gavin","Silva","252.55"
"62","alopez@yahoo.com","pbkdf2:sha256:600000$uR5QYo1QCK2VgMMB$83f49462bcbde01ffd3d5774f5cda315a3baca50774e21fdfdb4fc674bd86651","Megan","MD","162.19"
"63","reneewalker@hotmail.com","pbkdf2:sha256:600000$zrdsoLm4KC9vtuy8$8b985f25f09cee8cd5ddb658a8c3e0ee05a34fd8689d95e8fa749db350aca0f0","Joann","Johnston","68.32"
"64","pamela20@gmail.com","pbkdf2:sha256:600000$QFrhczfdLxSTZSIH$0ee0add46b6825b2b7005cf82e8ba492995d2f515fa27dc4279df326de239f92","Antonio","Berry","197.46"
"65","davistimothy@yahoo.com","pbkdf2:sha256:600000$AdTZNEXERnweiV4r$8eb6f54ad6ddd00e2887dbcd5298fb41f45bf7042df262304411787a26784881","Jonathan","Lewis","66.30"
"66","mcbridebradley@yahoo.com","pbkdf2:sha256:600000$8S3A12TNJHtglE6Z$70be7d235e0b1bd861143279398a88d7a4fe32f435a04727c7d3ec0250fca559","Kerry","Johnson","411.86"
"67","mwade@hotmail.com","pbkdf2:sha256:600000$icTIhWePTSFCosrK$3b05c7d3a83ea565520274038aa6531b59075debb3d4dc2c073c0df6db25e6be","Shelly","Bolton","215.42"
"68","staylor@yahoo.com","pbkdf2:sha256:600000$9xrr6nX85iHvqnqj$e3c357e1ef8d23f487a805f15bcf78f3b2deb80d586c3c4f900673de73b11646","Kara","Farley","326.09"
"69","lisa79@yahoo.com","pbkdf2:sha256:600000$Ry0vLTGs16YZHfXV$c87579d7ed77edce440d77ca2d2c1bfe07120c476564b980528c759e7da09f9b","Stephen","Bernard","268.42"
"70","pattersonandrea@gmail.com","pbkdf2:sha256:600000$0P2KbbfUSVTPFFYa$cf43e02cab6926425307cfd021879a27584dffacd365f8392692e042471d0297","Miranda","Hunter","85.86"
"71","kstone@gmail.com","pbkdf2:sha256:600000$juZyFhWeBThfSzq3$7bdea5e8a7476ff242b85a7882472fbdd8941132a36e4185b0476283f684f315","Helen","Montgomery","268.58"
"72","williamsrodney@hotmail.com","pbkdf2:sha256:600000$2jbvzp8zu2NumED9$ac2c571fee979c651e6ccb174b1dc6193a3b5462d6a056f359f9c2ff59af5988","Austin","Holland","23.48"
"73","mitchellsteven@gmail.com","pbkdf2:sha256:600000$6tBNeMmblRw2DvHR$f44ad4375cc1372c86d7d0d131774d61935e9f6a10036774822c93ac4a9fefb8","Jordan","Moreno","119.33"
"74","laurajones@yahoo.com","pbkdf2:sha256:600000$bvym0kwBdD9gZalO$e754181449934d3ed162e64e7fab45920cd9e809bc76742d93cb171e4761f1e1","Sharon","Edwards","106.23"
"75","quinnryan@hotmail.com","pbkdf2:sha256:600000$v7kAyfQtcqgQw5nA$2ac03b728121fdec8de63d3cae69805aa0815e187074c12534b94e38632559cf","Jessica","Reid","74.84"
"76","heatherfloyd@hotmail.com","pbkdf2:sha256:600000$15JPYhWRKf6jbQwy$2043838b59a9dcffa7f11ccee7831a453f9e89b8633ed45d05887d149bbe6bea","Joshua","Schultz","358.23"
"77","derek56@hotmail.com","pbkdf2:sha256:600000$er8ZWrgqQqIFZpTR$acff30842af33213211f26acadf5e1dfb9c0164f96cd2129b282218d4de68f81","Edward","Ochoa","179.57"
"78","williamsmith@hotmail.com","pbkdf2:sha256:600000$zVFnC8uR66hK25SH$673466690c0a76a21d0e3802f38412593e73aa8af9958bab0861e8ca5a78b691","Alexander","Vargas","310.78"
"79","mjohnson@hotmail.com","pbkdf2:sha256:600000$U6b3Q1AwZeb7Tu7D$49fc9b58bd3b0736f6fb3bda5b30e5f900e2f3cefc7183e4b07a00b20c3bb802","Kevin","Cruz","210.02"
"80","austinnathan@hotmail.com","pbkdf2:sha256:600000$S3Sk69mrYLa9zfqg$2e7b5fbaf332a921e4784f77e27115351223b804b92d5a8376530a4047401324","Thomas","Huff","92.39"
"81","marcfarmer@hotmail.com","pbkdf2:sha256:600000$iGwSMqJeBNce1zf2$a6f114e1c437e058fb12d1b6295babec04eea8b9517d5bb80c7d80ff86e66134","Darin","Bryant","253.21"
"82","wiseamy@hotmail.com","pbkdf2:sha256:600000$EZfCBi4jJCsyXEGl$fa863323dd40f6ab660987a806d5a5cc937c99d8d5075f79840619bf8ad0ad77","Travis","Richardson","413.43"
"83","hamptonterri@hotmail.com","pbkdf2:sha256:600000$7RPVMfYAL8MHe51k$417a6d5ad27d9e09d0fbe6bf291b3d6c451bda00abb335dc4dd7a6e2885107c7","Jack","Stephens","237.05"
"84","randallshaffer@yahoo.com","pbkdf2:sha256:600000$katTcric6xQBAwvH$24057ae54a3cb8f7357c72d062186faf06f9196f5a1377718774f4204fe9f03a","Thomas","Underwood","309.69"
"85","johnsoncharles@hotmail.com","pbkdf2:sha256:600000$p70aHLC8Y7Y3WFMd$e93b4af0875ddfd14d5159732ab8fb079bc09275be416f3c3dce540b6e289909","Michael","Butler","401.29"
"86","noblebrenda@gmail.com","pbkdf2:sha256:600000$QjK5350TJvo0fJUa$ebcbc74e789f22df240d684cddb375b5f1cc84dfa3a139d7f919121cb08ad07d","Seth","Torres","455.71"
"87","denisepeterson@hotmail.com","pbkdf2:sha256:600000$grPPbAoWPy6ixnlZ$b84943b70098bb9807d1237580a9839777a2a446f4d34bea1a6c5f8d3618205f","Denise","Burch","476.73"
"88","brianna61@hotmail.com","pbkdf2:sha256:600000$wbLhF6peIBuDRh6H$90845dc8727eb47da5be6d41c119082149e20a7d22ea65393811080a85a07fb0","Anthony","Lopez","351.02"
"89","lorimccullough@hotmail.com","pbkdf2:sha256:600000$ebteWIUoqQGPJ0s0$ee8ba634391382dbca9f5b42666d2b407aa84076d466460b1a85294d86246848","Edward","Andrade","280.41"
"90","claytonperry@yahoo.com","pbkdf2:sha256:600000$PfkEX1gQsJpVkDXp$1a2437fe315fb10920a52907beee18cd8824a8a8f986220e779ae5b78c8b7942","Kevin","Edwards","495.66"
"91","anthony13@hotmail.com","pbkdf2:sha256:600000$Xmxd80rjojonV11a$2cf711db5fdb673b2177c7c4f76c226bdea8255d50c1969f57b359ff7597288e","Eric","Robinson","311.65"
"92","qwhitney@yahoo.com","pbkdf2:sha256:600000$qluFcM0uojCkprK9$3ca279e6a7d4ff1b14d1fabdfbd6a96137917a5c64cc43abc9e9d293d21a8649","Ashley","Camacho","307.51"
"93","hillshelley@gmail.com","pbkdf2:sha256:600000$U1xdRl7TySTHLRjl$8eb063e48c2eadbec7fcb4197f764245e4f34f84efc3a4c8be10e8cab709194b","Dr.","IV","170.11"
"94","brittanymendoza@gmail.com","pbkdf2:sha256:600000$v6CKEzvfJ9eT2A4u$c9829e59393098858deff5aa08ff93b41bfbaec2a81e99b9aee8c4f0861eda44","Chelsey","Ward","444.45"
"95","taylor42@yahoo.com","pbkdf2:sha256:600000$TdtjQvkM7mwpphlm$9ee63c78da3f30c3388d838b7ba42b84e422dbd522fc3add35dc71933a6bc209","Justin","Adams","392.46"
"96","adunlap@hotmail.com","pbkdf2:sha256:600000$dyYzmtc37cnArYP6$a430a9f3037c0eaa68c21825bbb28ba918aea522a29df4164ed825db3ea3cba9","Ronald","Rangel","483.65"
"97","mcculloughjeff@yahoo.com","pbkdf2:sha256:600000$4HgyHw9ZYD6GxtxA$1b9aca90f2f7ce452192caf038b1d9e346eb07acb847f7aabffd3c38f6513fc0","Beverly","Hall","64.96"
"98","jwarren@hotmail.com","pbkdf2:sha256:600000$TDzv2YYGyuwERPFM$113010c0aa5744f93c2bc028cf22a31c92c20e1d4dacc341caa58e71f84d026b","Larry","Mahoney","306.05"
"99","kellerarthur@yahoo.com","pbkdf2:sha256:600000$cpJs4wfOWy8p7DWv$f42aa5e0c38407cf57936a6c474906492dd2646c8670fd693af8ce8d36415b49","Nicole","Long","241.72"
